track_uri,track_name,artist_name,artist_uri,album,track_pop,year_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
6oEVnWKgPqIEPc53OYDNqG,Could've Been (feat. Bryson Tiller),H.E.R.,3Y7RZ31TRPVadSFVy1o8os,I Used To Know Her,75,2019-08-30,0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679,audio_features,6oEVnWKgPqIEPc53OYDNqG,spotify:track:6oEVnWKgPqIEPc53OYDNqG,https://api.spotify.com/v1/tracks/6oEVnWKgPqIEPc53OYDNqG,https://api.spotify.com/v1/audio-analysis/6oEVnWKgPqIEPc53OYDNqG,252747,4,rnb
4NlnpZPi5Z3r1uuyRglUhO,Needed Me,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,ANTI,57,2016-01-28,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,audio_features,4NlnpZPi5Z3r1uuyRglUhO,spotify:track:4NlnpZPi5Z3r1uuyRglUhO,https://api.spotify.com/v1/tracks/4NlnpZPi5Z3r1uuyRglUhO,https://api.spotify.com/v1/audio-analysis/4NlnpZPi5Z3r1uuyRglUhO,191600,4,rnb
25cUhiAod71TIQSNicOaW3,Adorn,Miguel,360IAlyVv4PCEVjgyMZrxK,Kaleidoscope Dream,67,2012-09-28,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,audio_features,25cUhiAod71TIQSNicOaW3,spotify:track:25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/tracks/25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/audio-analysis/25cUhiAod71TIQSNicOaW3,193147,4,rnb
6gU9OKjOE7ghfEd55oRO57,The Weekend,SZA,7tYKF4w9nC0nq9CsPZTHyP,Ctrl,74,2017-06-09,0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,audio_features,6gU9OKjOE7ghfEd55oRO57,spotify:track:6gU9OKjOE7ghfEd55oRO57,https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57,https://api.spotify.com/v1/audio-analysis/6gU9OKjOE7ghfEd55oRO57,272187,3,rnb
1cAL4sFzXXRMbpZnTPa7Zi,Distraction,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,SweetSexySavage (Deluxe),51,2017-01-27,0.66,0.698,5,-6.266,0,0.0467,0.0266,0.0,0.296,0.396,120.959,audio_features,1cAL4sFzXXRMbpZnTPa7Zi,spotify:track:1cAL4sFzXXRMbpZnTPa7Zi,https://api.spotify.com/v1/tracks/1cAL4sFzXXRMbpZnTPa7Zi,https://api.spotify.com/v1/audio-analysis/1cAL4sFzXXRMbpZnTPa7Zi,235693,4,rnb
3pXF1nA74528Edde4of9CC,Don't,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,T R A P S O U L,79,2015-10-02,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,audio_features,3pXF1nA74528Edde4of9CC,spotify:track:3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC,198293,4,rnb
6CTWathupIiDs7U4InHnDA,Trip,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,Ella Mai,74,2018-10-12,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,audio_features,6CTWathupIiDs7U4InHnDA,spotify:track:6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,213993,4,rnb
6wN4nT2qy3MQc098yL3Eu9,Deuces (feat. Tyga & Kevin McCall),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,F.A.M.E. (Expanded Edition),69,2011-03-22,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,audio_features,6wN4nT2qy3MQc098yL3Eu9,spotify:track:6wN4nT2qy3MQc098yL3Eu9,https://api.spotify.com/v1/tracks/6wN4nT2qy3MQc098yL3Eu9,https://api.spotify.com/v1/audio-analysis/6wN4nT2qy3MQc098yL3Eu9,276560,4,rnb
7ewfvLrlI0VNht4vEnoTMh,No Love,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,No Love (Remix),68,2014-08-05,0.462,0.615,0,-7.982,0,0.153,0.00543,0.0,0.856,0.344,130.967,audio_features,7ewfvLrlI0VNht4vEnoTMh,spotify:track:7ewfvLrlI0VNht4vEnoTMh,https://api.spotify.com/v1/tracks/7ewfvLrlI0VNht4vEnoTMh,https://api.spotify.com/v1/audio-analysis/7ewfvLrlI0VNht4vEnoTMh,276080,4,rnb
4mL59LVbKgOpEACxraGYdr,While We're Young,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,Trip,71,2017-09-22,0.649,0.791,2,-6.013,1,0.193,0.104,1.97e-06,0.108,0.811,128.023,audio_features,4mL59LVbKgOpEACxraGYdr,spotify:track:4mL59LVbKgOpEACxraGYdr,https://api.spotify.com/v1/tracks/4mL59LVbKgOpEACxraGYdr,https://api.spotify.com/v1/audio-analysis/4mL59LVbKgOpEACxraGYdr,236160,4,rnb
